country,population,poultry_supply_capita,poultry_import,poultry_production,GDP,stability,urban,animal_protein_ratio,poultry_protein_ratio,production_per_capita,poultry_gap,import_dependency
Pakistan,223273967.0,5.73,64480.00000000001,1276000000.0,4789.53646557553,-2.2184098,36.4351548223399,41.57255182273052,8.872077028885833,5.714951980944559,0.015048019055441841,0.005041438623924942
Panama,4098707.0000000005,33.79,11639420.0,198136000.0,33533.32602165,0.457992,65.6577712475758,54.75049666939349,32.61472785485592,48.341098790423416,-14.551098790423417,6.062197916666666
Papua New Guinea,9178714.0,3.33,22715160.0,6443530.0,3923.17197680467,-0.8689907,13.5249644881888,54.26415094339623,4.228094575799721,0.7020079283437746,2.6279920716562257,73.27470967741935
Peru,31324637.0,38.19,46126430.0,1464548000.0,12591.8562879234,-0.2242779,82.1931650502403,46.53818700927908,44.09509202453988,46.75386980541865,-8.563869805418655,3.028655942219304
Philippines,108119693.0,13.82,246015630.0,1278081590.0,7773.79853599024,-1.2792545,52.6010482354344,40.88181945025813,21.262798634812288,11.820987967474158,1.999012032525842,16.466909638554217
Poland,38254959.0,33.27,31348320.0,1472701840.0,30170.2818974087,0.6020499,60.145888199417,56.93008585947082,23.007079101261922,38.49701786374938,-5.227017863749374,2.362345139412208
Portugal,10330844.0,30.48,37998250.0,317918000.0,32970.8395386562,1.054818,61.1296726507436,64.62670345288856,18.27943078913325,30.773671541260327,-0.293671541260327,11.69176923076923
Republic of Korea,51486270.0,18.81,106358860.0,766800000.0,43155.9100867658,0.6254761,81.471030429984,54.45877734155916,14.60693443185719,14.893290968640766,3.9167090313592325,10.987485537190082
Republic of Moldova,3193497.0,22.73,11876520.0,44439000.0,11252.1135465283,-0.181840299999999,39.9736557006836,52.65032926697615,21.20155833504203,13.915466336746206,8.814533663253794,19.469704918032786
Romania,19689402.0,22.89,110910090.0,436040000.0,26943.3085419885,0.1382404,53.3648643239046,53.30636651424552,17.304519960409106,22.14592398489299,0.7440760151070123,24.375843956043955
Russian Federation,146186799.0,31.7,218668520.0,4542243650.0,25777.904296875,-0.5386198,74.460036813029,55.53482587064676,22.8763397856343,31.071503590416533,0.628496409583466,4.695480352158041
Rwanda,12202060.0,1.49,11640.0,18215620.0,1967.94286602499,0.094453,20.2477568101111,13.564141160729218,8.261405672009865,1.492831538281241,-0.0028315382812409418,0.06466666666666666
Samoa,205415.0,73.01,15053220.0,398840.0,6280.21500477143,1.0690453,18.9657191879831,62.939745508982035,49.29389029284971,1.9416303580556435,71.06836964194436,83.62899999999999
Saudi Arabia,30782402.0,40.91,730959600.0,650000000.0,53120.4572456269,-0.667506399999999,83.300690534822,41.54545454545455,44.9793338195964,21.11596099615618,19.794039003843817,58.10489666136724
Senegal,15475002.0,6.17,8980.0,95054000.0,3234.36158194088,-0.1422197,47.9338349639053,26.118235846105726,16.706586826347305,6.1424224694769025,0.027577530523097415,0.009354166666666667
Serbia,7073507.0,12.77,7182470.0,85018000.0,17285.4272257972,0.1168497,60.621208190918,47.09287900090977,10.1159114857745,12.019214796846882,0.7507852031531179,7.9805222222222225
Seychelles,112427.0,35.25,3124380.0,633140.0,30674.6487335442,0.813523,43.4968644410824,53.8272866632601,30.320865767989368,5.631565371307604,29.618434628692395,78.1095
Sierra Leone,7379299.0,3.95,13069560.0,15300000.0,2501.4531554482,-0.1470976,41.7106682105058,24.494671076809997,13.353338334583645,2.0733676735418904,1.8766323264581097,45.06744827586207
Slovakia,5435700.0,13.97,48808160.0,69656000.0,30245.7825869756,0.8542516,53.6126018237016,59.675075947695156,14.010624169986722,12.814540905495152,1.1554590945048488,61.010200000000005
Slovenia,2062409.9999999998,24.19,11272440.0,63383000.0,36180.0384547624,0.9455099,55.2451133728027,56.60981814755489,18.45872170439414,30.732492569372727,-6.542492569372726,22.102823529411765
Solomon Islands,685672.0,7.1,3031220.0,283730.0,2454.04671914243,0.1156377,25.3830535769599,29.35393258426966,19.078947368421055,0.4137984342367779,6.686201565763222,60.6244
South Africa,57635162.0,36.71,480345550.0,1658159000.0,13738.4385854596,-0.3828321,63.3311078299936,46.9811320754717,44.41767068273092,28.769920001265895,7.940079998734106,22.71137352245863
Spain,46868596.0,30.34,129773420.0,1317486640.0,39825.2498116292,0.280621,79.4663233085683,64.72776769509981,19.402775830646295,28.110222034387377,2.229777965612623,9.049750348675035
Sri Lanka,22087522.0,9.02,209690.0,200980000.0,13610.4723136618,-0.179121299999999,19.1507693078088,28.25118351434141,20.0591424346969,9.099255226548275,-0.0792552265482751,0.1053718592964824
Suriname,593713.0,31.7,17706960.0,9129000.0,17567.6802396432,0.1667453,66.1046467051207,44.66033601168736,46.77788681714099,15.376116069548756,16.323883930451245,65.58133333333333
Sweden,10057862.0,16.34,52918150.0,152500000.0,51474.1199115161,0.8668924,87.237373786911,65.89937221362933,10.506696120392101,15.162268084409988,1.1777319155900123,28.6044054054054
Switzerland,8453628.0,15.83,33791470.0,90103000.0,68193.5055940262,1.1641565,77.9126273688843,65.28502609393817,11.099154496541122,10.658500705259328,5.171499294740672,25.217514925373134
