YEAR,REGION,AGE_GROUP,GENDER,POPULATION
2025,Pays de la Loire,55-59 ans,M,121539
2025,Pays de la Loire,60 ans ou plus,F,622140
2025,Pays de la Loire,60 ans ou plus,M,503053
2025,Provence-Alpes-Côte d'Azur,20-24 ans,F,132017
2025,Provence-Alpes-Côte d'Azur,20-24 ans,M,138637
2025,Provence-Alpes-Côte d'Azur,25-29 ans,F,137745
2025,Provence-Alpes-Côte d'Azur,25-29 ans,M,136368
2025,Provence-Alpes-Côte d'Azur,30-34 ans,F,150811
2025,Provence-Alpes-Côte d'Azur,30-34 ans,M,141704
2025,Provence-Alpes-Côte d'Azur,35-39 ans,F,165497
2025,Provence-Alpes-Côte d'Azur,35-39 ans,M,153608
2025,Provence-Alpes-Côte d'Azur,40-44 ans,F,168724
2025,Provence-Alpes-Côte d'Azur,40-44 ans,M,157493
2025,Provence-Alpes-Côte d'Azur,45-49 ans,F,159828
2025,Provence-Alpes-Côte d'Azur,45-49 ans,M,152654
2025,Provence-Alpes-Côte d'Azur,50-54 ans,F,175563
2025,Provence-Alpes-Côte d'Azur,50-54 ans,M,167592
2025,Provence-Alpes-Côte d'Azur,55-59 ans,F,181916
2025,Provence-Alpes-Côte d'Azur,55-59 ans,M,167189
2025,Provence-Alpes-Côte d'Azur,60 ans ou plus,F,920335
2025,Provence-Alpes-Côte d'Azur,60 ans ou plus,M,724189
2025,Île-de-France,20-24 ans,F,426753
2025,Île-de-France,20-24 ans,M,415907
2025,Île-de-France,25-29 ans,F,451160
2025,Île-de-France,25-29 ans,M,432042
2025,Île-de-France,30-34 ans,F,454546
2025,Île-de-France,30-34 ans,M,432616
2025,Île-de-France,35-39 ans,F,456217
2025,Île-de-France,35-39 ans,M,428984
2025,Île-de-France,40-44 ans,F,440577
2025,Île-de-France,40-44 ans,M,412044
2025,Île-de-France,45-49 ans,F,406519
2025,Île-de-France,45-49 ans,M,397746
2025,Île-de-France,50-54 ans,F,407009
2025,Île-de-France,50-54 ans,M,400926
2025,Île-de-France,55-59 ans,F,383539
2025,Île-de-France,55-59 ans,M,364275
2025,Île-de-France,60 ans ou plus,F,1512916
2025,Île-de-France,60 ans ou plus,M,1202559
